,w1,w2,cosin
47880,醫生,兒童,0.057754874
47881,醫生,輕生,0.09776276
47882,醫生,急診,0.014146384
47883,醫生,服藥,0.05263341
47884,醫生,迴圈,0.04365977
47887,醫生,抑制,0.04316832
47888,醫生,內文,0.039628323
47889,醫生,抑鬱症,0.042205334
47892,醫生,抑制劑,0.152868
47893,醫生,關懷,0.11754486
47895,醫生,提升,0.054799836
47897,醫生,分析,0.01299075
47900,醫生,來源,0.014953386
47901,醫生,感受,0.12246689
47907,醫生,目前,0.19980286
47909,醫生,抗鬱劑,0.06775596
47911,醫生,重大,0.07598137
47912,醫生,色胺酸,0.03622836
47915,醫生,專注,0.09488653
47916,醫生,酵母,0.0009275954
47917,醫生,注意,0.095442876
47918,醫生,性慾,0.023360003
47920,醫生,補充,0.0045473613
47921,醫生,蛋白質,0.022427559
47922,醫生,經由,0.018823566
47923,醫生,強烈,0.0017111115
47925,醫生,普遍,0.03252931
47928,醫生,避免,0.11327618
47929,醫生,適合,0.012639648
47930,醫生,安心,0.005078867
47931,醫生,至少,0.004095547
47932,醫生,調整,0.01007024
47933,醫生,參考,0.012581769
47934,醫生,國際,0.11552505
47935,醫生,聲明,0.0077604596
47936,醫生,訊息,0.03786111
47937,醫生,完整,0.07307653
47938,醫生,責任,0.009168576
47939,醫生,關節炎,0.058277495
47940,醫生,人員,0.07612959
47942,醫生,共同,0.056338117
47943,醫生,經濟,0.11220191
47944,醫生,影音,0.11768197
47945,醫生,老年,0.022303263
47947,醫生,空虛,0.065294
47949,醫生,走出,0.03860413
47950,醫生,指數,0.15548483
47951,醫生,經歷,0.03574411
47953,醫生,學習,0.03434959
47956,醫生,星期,9.740144e-05
47958,醫生,症候群,0.024752986
47959,醫生,甲狀腺素,0.14591044
47960,醫生,依賴,0.029444374
47961,醫生,時期,0.07390186
47964,醫生,遲緩,0.07075523
47968,醫生,差別,0.045950122
47969,醫生,過多,0.04999992
47971,醫生,趨勢,0.0775325
47973,醫生,減少,0.05267009
47976,醫生,頭痛,0.048041593
47977,醫生,討論,0.06941511
47979,醫生,過往,0.056761175
47980,醫生,減退,0.011167963
47984,醫院,接受,0.006999068
47985,醫院,缺乏,0.030948127
47991,醫院,評估,0.009100147
47992,醫院,習慣,0.0005316492
47995,醫院,延伸,0.0784848
47996,醫院,大於,0.023737717
47997,醫院,青少年,0.06031702
48000,醫院,照顧,0.054447662
48001,醫院,傳真,0.07034556
48002,醫院,瀏覽器,0.015073054
48003,醫院,過度,0.07482275
48007,醫院,自救,0.041440647
48008,醫院,認識,0.012045145
48009,醫院,現在,0.12833759
48011,醫院,內容,0.0036901003
48012,醫院,身心科,0.023225091
48015,醫院,注意力,0.03005765
48016,醫院,地址,0.031510852
48017,醫院,分級,0.012960579
48019,醫院,花蓮縣,0.01564438
48020,醫院,重度,0.119096704
48022,醫院,諮詢,0.042163406
48024,醫院,狀況,0.041016944
48025,醫院,舒服,0.005170107
48026,醫院,朋友,0.087801546
48029,醫院,病情,0.012799369
48030,醫院,專線,0.05706933
48031,醫院,食慾不振,0.038226355
48032,醫院,明顯,0.054708004
48036,醫院,腎上腺素,0.075677946
48038,醫院,透過,0.03537065
48039,醫院,測試,0.020339193
48040,醫院,維持,0.0074221976
48045,醫院,有效,0.06619163
48047,醫院,人際,0.059298296
48049,醫院,異常,0.015676335
48055,醫院,振芝,0.0010629594
48058,醫院,系統,0.017636854
48060,醫院,過敏,0.073532455
48061,醫院,衛教,0.06869732
48066,醫院,作用,0.052409947
48067,醫院,減輕,0.085042864
48068,醫院,天然,0.15734321
48069,醫院,重視,0.0026878528
48070,醫院,選擇,0.044422835
48071,醫院,腦部,0.00055178255
48072,醫院,下降,0.015127584
48073,醫院,專科,0.050404
48074,醫院,疲倦,0.1764948
48076,醫院,臺灣,0.011700928
48077,醫院,濫用,0.019495811
48078,醫院,判斷,0.00868617
48079,醫院,學會,0.019532774
48080,醫院,處理,0.0757243
48081,醫院,輕度,0.05825429
48083,醫院,患有,0.111005
48084,醫院,副作用,0.0656151
48088,醫院,絕望,0.14182809
48089,醫院,脂肪酸,0.01133696
48091,醫院,政策,0.101570755
48092,醫院,方面,0.11481417
48094,醫院,活力,0.020341452
48095,醫院,正確,0.049864084
48097,醫院,不適,0.05355432
48098,醫院,住院,0.09071352
48099,醫院,說明,0.029372279
48100,醫院,生命,0.11366538
48101,醫院,文章,0.07176968
48102,醫院,創傷,0.091762304
48105,醫院,男性,0.06896338
48115,醫院,不斷,0.005465707
48116,醫院,委員會,0.118294716
48117,醫院,事件,0.025496628
48120,醫院,學名,0.0011272728
48122,醫院,痛苦,0.061287254
48123,醫院,意念,0.054014016
48125,醫院,家族,0.18014589
48127,醫院,說話,0.102088206
48128,醫院,正念,0.101040915
48130,醫院,外在,0.05493347
48131,醫院,手冊,0.027799288
48132,醫院,上升,0.09139494
48137,醫院,成因,0.06558963
48138,醫院,人數,0.018785747
48140,醫院,全球,0.096039295
48141,醫院,專家,0.051579434
48142,醫院,風險,0.0143968575
48143,醫院,負擔,0.010715807
48144,醫院,自責,0.045667686
48145,醫院,價值感,0.018647347
48146,醫院,集中,0.015853655
48147,醫院,特別,0.07710402
48148,醫院,攝取,0.064967245
48149,醫院,不良,0.055923343
48150,醫院,觀察,0.08157185
48152,醫院,上述,0.047289625
48153,醫院,日常,0.15556645
48155,醫院,期望,0.0822756
48156,醫院,困難,0.019815031
48157,醫院,追蹤,0.03186421
48158,醫院,科學,0.07460127
48159,醫院,失衡,0.09551553
48162,醫院,更新,0.05473621
48164,醫院,簡單,0.19243108
48165,醫院,人生,0.08709024
48166,醫院,院區,0.13462202
48167,醫院,適應,0.0002537407
48169,醫院,及早,0.057951577
48172,醫院,像是,0.0036632232
48173,醫院,統計,0.046666794
48175,醫院,西藥,0.038804177
48179,醫院,急診,0.0661132
48181,醫院,迴圈,0.0021614954
48182,醫院,玉里鎮,0.07353802
48183,醫院,遠距,0.07114996
48184,醫院,抑制,0.007346209
48185,醫院,內文,0.08766838
48189,醫院,抑制劑,0.0470841
48190,醫院,關懷,0.03188912
48191,醫院,關心,0.035611074
48193,醫院,美國,0.09004531
48196,醫院,生病,0.002086576
48197,醫院,來源,0.0534996
48198,醫院,感受,0.06384128
48200,醫院,促進,0.0059459526
48201,醫院,得到,0.03982284
48202,醫院,簡介,0.013073061
48204,醫院,目前,0.12875251
48205,醫院,品質,0.12014369
48206,醫院,抗鬱劑,0.07333142
48207,醫院,影響到,0.03849153
48208,醫院,重大,0.074592665
48209,醫院,色胺酸,0.14541726
48210,醫院,過程,0.07763374
48214,醫院,注意,0.03679531
48220,醫院,強烈,0.060693707
48221,醫院,乒乓球,0.06472471
48224,醫院,查詢,0.020600837
48226,醫院,適合,0.013649762
48228,醫院,至少,0.0036891382
48230,醫院,參考,0.15759371
48234,醫院,完整,0.046728645
48235,醫院,責任,0.028226087
48239,醫院,共同,0.031821035
48240,醫院,經濟,0.035106454
48246,醫院,走出,0.13737209
48247,醫院,指數,0.020576682
48251,醫院,傷害,0.042874936
48253,醫院,星期,0.062971205
48254,醫院,開啟,0.024147732
48256,醫院,甲狀腺素,0.0010297671
48257,醫院,依賴,0.043995395
48260,醫院,行動,0.020485172
48262,醫院,練習,0.009953907
48264,醫院,減壓,0.015760891
48266,醫院,過多,0.06070573
48268,醫院,趨勢,0.01933217
48272,醫院,基因,0.106201865
48274,醫院,討論,0.040794127
48275,醫院,多巴胺,0.022529524
48276,醫院,過往,0.07586187
48277,醫院,減退,0.11542665
48281,陪伴,缺乏,0.06662947
48282,陪伴,主要,0.13625774
48283,陪伴,支持,0.013939213
48284,陪伴,適當,0.03674905
48285,陪伴,傳導,0.008759424
48287,陪伴,評估,0.10254835
48288,陪伴,習慣,0.116782546
48289,陪伴,家庭,0.07142883
48290,陪伴,關係,0.09565001
48294,陪伴,台北,0.04534328
48295,陪伴,中心,0.14371279
48296,陪伴,照顧,0.08090933
48297,陪伴,傳真,0.03203904
48300,陪伴,組織,0.04886471
48301,陪伴,預約,0.085107155
48302,陪伴,性格,0.020949185
48303,陪伴,自救,0.0018086322
48304,陪伴,認識,0.08674385
48305,陪伴,現在,0.05280944
48307,陪伴,內容,0.032783195
48308,陪伴,身心科,0.10936186
48309,陪伴,動作,0.08484091
48311,陪伴,注意力,0.051007688
48312,陪伴,地址,0.1099759
48313,陪伴,分級,0.09892531
48315,陪伴,花蓮縣,0.051665597
48316,陪伴,重度,0.08713952
48317,陪伴,反應,0.031350143
48320,陪伴,狀況,0.17763498
48322,陪伴,朋友,0.023136318
48324,陪伴,感到,0.056037687
48325,陪伴,病情,0.042797334
48327,陪伴,食慾不振,0.08191631
48328,陪伴,明顯,0.004961185
48329,陪伴,活動,0.0014075502
48330,陪伴,標準,0.14518788
48331,陪伴,遺傳,0.094495654
48332,陪伴,腎上腺素,0.055820517
48333,陪伴,慢性,0.0310819
48334,陪伴,透過,0.09798623
48335,陪伴,測試,0.086735785
48339,陪伴,罪惡感,0.0037214085
48340,陪伴,營養,0.09111044
48341,陪伴,有效,0.080372795
48342,陪伴,稱為,0.041601855
48343,陪伴,人際,0.09504725
48344,陪伴,身心,0.068049446
48350,陪伴,合作,0.017733715
48351,陪伴,振芝,0.024715882
48353,陪伴,廣告,0.013478929
48354,陪伴,系統,0.05615752
48355,陪伴,逐漸,0.09238439
48356,陪伴,過敏,0.06895313
48358,陪伴,指出,0.024319572
48359,陪伴,親友,0.058214013
48360,陪伴,能力,0.05989535
48361,陪伴,傾向,0.01902008
48362,陪伴,作用,0.029365597
48363,陪伴,減輕,0.0059379516
48365,陪伴,重視,0.05634537
48366,陪伴,選擇,0.07944365
48367,陪伴,腦部,0.03584455
48369,陪伴,專科,0.11058238
48370,陪伴,疲倦,0.08981654
48371,陪伴,介紹,0.03106255
48372,陪伴,臺灣,0.034039184
48374,陪伴,判斷,0.02601279
48375,陪伴,學會,0.075058445
48376,陪伴,處理,0.011181944
48379,陪伴,患有,0.06860203
48381,陪伴,想法,0.003322008
48382,陪伴,過去,0.16383931
48385,陪伴,脂肪酸,0.06971069
48387,陪伴,政策,0.045475453
48388,陪伴,方面,0.027203098
48389,陪伴,心悸,0.007871702
48390,陪伴,活力,0.025788676
48391,陪伴,正確,0.04880927
48392,陪伴,食慾,0.030544179
48393,陪伴,不適,0.042479366
48394,陪伴,住院,0.0012093186
48395,陪伴,說明,0.049906194
48396,陪伴,生命,0.013248796
48397,陪伴,文章,0.07111212
48399,陪伴,資源,0.014215247
48401,陪伴,男性,0.03561814
48403,陪伴,給予,0.03524142
48404,陪伴,告訴,0.018268479
48405,陪伴,緩解,0.027263798
48406,陪伴,法人,0.06655431
48407,陪伴,商品,0.12606087
48408,陪伴,易怒,0.019542731
48410,陪伴,工具,0.16416574
48411,陪伴,不斷,0.042512883
48413,陪伴,事件,0.0015766099
48414,陪伴,顯示,0.011358216
48416,陪伴,學名,0.032862492
48417,陪伴,面對,0.116517946
48420,陪伴,管理,0.12754714
48422,陪伴,分享,0.083860815
48423,陪伴,說話,0.008084733
48424,陪伴,正念,0.07103506
48426,陪伴,外在,0.046523258
48427,陪伴,手冊,0.07005353
48434,陪伴,人數,0.02351657
48436,陪伴,全球,0.1379818
48437,陪伴,專家,0.09875956
48438,陪伴,風險,0.05060377
48439,陪伴,負擔,0.09012157
48440,陪伴,自責,0.035905965
48441,陪伴,價值感,0.08893722
48442,陪伴,集中,0.05046259
48443,陪伴,特別,0.0032996526
48445,陪伴,不良,0.06445122
48446,陪伴,觀察,0.010702975
48447,陪伴,鼓勵,0.12646665
48448,陪伴,上述,0.07562992
48449,陪伴,日常,0.048133798
48451,陪伴,期望,0.068937376
48453,陪伴,追蹤,0.1248028
48455,陪伴,失衡,0.06314419
48459,陪伴,悲觀,0.008823726
48460,陪伴,簡單,0.02751188
48467,陪伴,機制,0.08985706
48468,陪伴,像是,0.04065141
48469,陪伴,統計,0.039539244
48470,陪伴,博士,0.037574433
48471,陪伴,西藥,0.004883658
48472,陪伴,簡稱,0.03843952
48473,陪伴,兒童,0.032216482
48474,陪伴,輕生,0.032813773
48476,陪伴,服藥,0.0036390387
48477,陪伴,迴圈,0.047958255
48478,陪伴,玉里鎮,0.044359446
48479,陪伴,遠距,0.059453513
48480,陪伴,抑制,0.106929496
48482,陪伴,抑鬱症,0.072606094
48483,陪伴,找到,0.009004079
48486,陪伴,關懷,0.024819896
48487,陪伴,關心,0.098930895
48488,陪伴,提升,0.011132784
48491,陪伴,中度,0.01506
48493,陪伴,來源,0.0020755716
48494,陪伴,感受,0.08319047
48500,陪伴,目前,0.13567102
48502,陪伴,抗鬱劑,0.108372174
48503,陪伴,影響到,0.07605052
48506,陪伴,過程,0.0032477602
48512,陪伴,突然,5.1409006e-05
48514,陪伴,蛋白質,0.035208315
48521,陪伴,避免,0.003282541
48523,陪伴,安心,0.020178162
48524,陪伴,至少,0.046698175
48525,陪伴,調整,0.12451036
48527,陪伴,國際,0.048033156
48528,陪伴,聲明,0.14387408
48531,陪伴,責任,0.00720115
48532,陪伴,關節炎,0.036434915
48534,陪伴,出版,0.08874792
48536,陪伴,經濟,0.08804196
48540,陪伴,空虛,0.043279134
48541,陪伴,失智症,0.05766126
48543,陪伴,指數,0.0028755404
48544,陪伴,經歷,0.07591658
48545,陪伴,情況,0.05801993
48546,陪伴,學習,0.1248496
48549,陪伴,星期,0.05689829
48552,陪伴,甲狀腺素,0.011366088
48553,陪伴,依賴,0.05975607
48554,陪伴,時期,0.090951174
48556,陪伴,行動,0.017359579
48559,陪伴,發病,0.010267811
48560,陪伴,減壓,0.13473684
48561,陪伴,差別,0.062188677
48562,陪伴,過多,0.06804118
48563,陪伴,提到,0.09237781
48564,陪伴,趨勢,0.01982167
48566,陪伴,減少,0.087920316
48568,陪伴,基因,0.09484303
48570,陪伴,討論,0.030443199
48571,陪伴,多巴胺,0.03749997
48574,陪伴,分院,0.016256634
48575,包括,接受,0.0012279041
48576,包括,缺乏,0.009049419
48577,包括,主要,0.13978231
48578,包括,支持,0.0051396415
48580,包括,傳導,0.041219894
48582,包括,評估,0.09554756
48584,包括,家庭,0.026443169
48587,包括,大於,0.013007309
48588,包括,青少年,0.15220487
48589,包括,台北,0.053182837
48590,包括,中心,0.1634452
48591,包括,照顧,0.03069836
48592,包括,傳真,0.016973881
48593,包括,瀏覽器,0.14056656
48595,包括,組織,0.09548612
48596,包括,預約,0.042372286
48599,包括,認識,0.030237721
48600,包括,現在,0.019705553
48601,包括,門診,0.029674128
48603,包括,身心科,0.06040693
48604,包括,動作,0.11233424
48605,包括,悲傷,0.05044969
48606,包括,注意力,0.1272173
48607,包括,地址,0.025602061
48609,包括,環境,0.14705853
48613,包括,諮詢,0.11023755
48615,包括,狀況,0.17786407
48616,包括,舒服,0.005599804
48620,包括,病情,0.094732195
48621,包括,專線,0.085451566
48623,包括,明顯,0.07964891
48624,包括,活動,0.04453995
48625,包括,標準,0.082476884
48626,包括,遺傳,0.048598666
48629,包括,透過,0.096241355
48630,包括,測試,0.100003295
48632,包括,挫折,0.03181357
48633,包括,死亡,0.048011217
48634,包括,罪惡感,0.14449489
48636,包括,有效,0.017084714
48637,包括,稱為,0.07511477
48638,包括,人際,0.15684298
48639,包括,身心,0.041894663
48640,包括,異常,0.012724493
48641,包括,食物,0.002199648
48642,包括,不足,0.007903576
48643,包括,相應,0.047721483
48646,包括,振芝,0.06503146
48648,包括,廣告,0.052473553
48651,包括,過敏,0.07363267
48652,包括,衛教,0.022526909
48653,包括,指出,0.022302315
48654,包括,親友,0.18305278
48655,包括,能力,0.12902062
48656,包括,傾向,0.032602213
48657,包括,作用,0.045942947
48659,包括,天然,0.00084364973
48660,包括,重視,0.0824319
48661,包括,選擇,0.05334794
48662,包括,腦部,0.025419537
48663,包括,下降,0.0497964
48664,包括,專科,0.07432192
48665,包括,疲倦,0.007449029
48666,包括,介紹,0.06876758
48667,包括,臺灣,0.012490853
48668,包括,濫用,0.027311618
48670,包括,學會,0.059781745
48671,包括,處理,0.053733014
48678,包括,反覆,0.13341436
48679,包括,絕望,0.088671885
48680,包括,脂肪酸,0.02139201
48682,包括,政策,0.017888192
48683,包括,方面,0.077599965
48684,包括,心悸,0.1097085
48685,包括,活力,0.02117695
48688,包括,不適,0.027838243
48691,包括,生命,0.04611575
48692,包括,文章,0.053473305
48693,包括,創傷,0.003320477
48694,包括,資源,0.07139759
48697,包括,決定,0.006312942
48698,包括,給予,0.066911444
48700,包括,緩解,0.10823895
48705,包括,工具,0.054868177
48708,包括,事件,0.0139262155
48709,包括,顯示,0.011256907
48711,包括,學名,0.016338436
48712,包括,面對,0.015995257
48714,包括,意念,0.011024863
48716,包括,家族,0.0067327023
48717,包括,分享,0.054537363
48719,包括,正念,0.15617016
48721,包括,外在,0.077077374
48727,包括,分為,0.018390328
48730,包括,以前,0.07090688
48731,包括,全球,0.005868677
48735,包括,自責,0.05173859
48736,包括,價值感,0.013804745
48742,包括,鼓勵,0.039006688
48744,包括,日常,0.060079537
48746,包括,期望,0.10502024
48747,包括,困難,0.045830384
48749,包括,科學,0.028075287
48750,包括,失衡,0.03293155
48751,包括,支援,0.0029831715
48752,包括,立即,0.09855102
48753,包括,更新,0.040470604
48756,包括,人生,0.030769207
48759,包括,無助感,0.09232003
48760,包括,及早,0.0668913
48761,包括,失落,0.05028176
48762,包括,機制,0.023693122
48766,包括,西藥,0.05334011
48767,包括,簡稱,0.1401976
48768,包括,兒童,0.014473302
48769,包括,輕生,0.11043348
48771,包括,服藥,0.006506156
48775,包括,抑制,0.02167876
48777,包括,抑鬱症,0.015307374
48778,包括,找到,0.052617695
48779,包括,正視,0.06692938
48780,包括,抑制劑,0.2165602
48783,包括,提升,0.0022052154
48784,包括,美國,0.04797368
48786,包括,中度,0.015520543
48790,包括,快樂,0.042597752
48791,包括,促進,0.04360839
48792,包括,得到,0.034514055
48793,包括,簡介,0.07017448
48794,包括,專區,0.024912803
48797,包括,抗鬱劑,0.1398804
48799,包括,重大,0.061943833
48800,包括,色胺酸,0.017067477
48802,包括,人本,0.054755062
48805,包括,注意,0.028112464
48808,包括,補充,0.070787445
48809,包括,蛋白質,0.010968359
48810,包括,經由,0.12300421
48812,包括,乒乓球,0.0055493712
48813,包括,普遍,0.025249202
48815,包括,查詢,0.08613307
48816,包括,避免,0.023085054
48817,包括,適合,0.049333073
48818,包括,安心,0.0066662403
48819,包括,至少,0.012733945
48820,包括,調整,0.04246803
48821,包括,參考,0.07303481
48823,包括,聲明,0.11448552
48824,包括,訊息,0.05147405
48827,包括,關節炎,0.12785946
48828,包括,人員,0.13221207
48829,包括,出版,0.023887143
48831,包括,經濟,0.026780784
48832,包括,影音,0.0025794692
48834,包括,會員,0.06695531
48837,包括,走出,0.07003648
48838,包括,指數,0.04157966
48839,包括,經歷,0.03698371
48840,包括,情況,0.025568029
48841,包括,學習,0.042028893
48842,包括,傷害,0.016063351
48843,包括,太多,0.026444867
48844,包括,星期,0.036150657
48849,包括,時期,0.0074223885
48850,包括,掛號,0.13506573
48852,包括,遲緩,0.028799308
48856,包括,差別,0.03745675
48857,包括,過多,0.015086092
48858,包括,提到,0.1511128
48863,包括,基因,0.041456748
48864,包括,頭痛,0.05974225
48865,包括,討論,0.03058847
48866,包括,多巴胺,0.08565683
48867,包括,過往,0.07533879
48868,包括,減退,0.08052405
48869,包括,分院,0.089165375
48870,接受,缺乏,0.02099771
48871,接受,主要,0.01633891
48873,接受,適當,0.00045366585
48874,接受,傳導,0.13806307
48876,接受,評估,0.06547816
48877,接受,習慣,0.07013547
48878,接受,家庭,0.061211668
48879,接受,關係,0.07472267
48880,接受,延伸,0.014010351
48885,接受,照顧,0.028096093
48888,接受,過度,0.051926304
48890,接受,預約,0.10794282
48892,接受,自救,0.06824083
48893,接受,認識,0.06544188
48894,接受,現在,0.037552875
48895,接受,門診,0.036680907
48898,接受,動作,0.047653403
48899,接受,悲傷,0.019673415
48900,接受,注意力,0.11240913
48902,接受,分級,0.0045347065
48905,接受,重度,0.106972046
48906,接受,反應,0.01620958
48907,接受,諮詢,0.030510053
48913,接受,感到,0.028997794
48915,接受,專線,0.053255208
48916,接受,食慾不振,0.0016308278
48918,接受,活動,0.1250879
48919,接受,標準,0.096585795
48920,接受,遺傳,0.058671206
48924,接受,測試,0.04164393
48926,接受,挫折,0.04028277
48928,接受,罪惡感,0.024915425
48931,接受,稱為,0.049243823
48932,接受,人際,0.08070077
48935,接受,食物,0.10340451
48937,接受,相應,0.17198828
48938,接受,發展,0.15140256
48939,接受,合作,0.060600694
48940,接受,振芝,0.06883353
48943,接受,系統,0.02023617
48947,接受,指出,0.02820545
48948,接受,親友,0.11926901
48949,接受,能力,0.006332895
48950,接受,傾向,0.07405539
48953,接受,天然,0.011293925
48954,接受,重視,0.0683998
48956,接受,腦部,0.06241987
48962,接受,濫用,0.096001334
48964,接受,學會,0.027417421
48967,接受,無力,0.0496245
48969,接受,副作用,0.08761773
48972,接受,反覆,0.010014756
48974,接受,脂肪酸,0.10118854
48975,接受,心靈,0.03927917
48977,接受,方面,0.042793453
48978,接受,心悸,0.0866857
48979,接受,活力,0.080202915
48980,接受,正確,0.010275975
48983,接受,住院,0.01716829
48984,接受,說明,0.21842936
48987,接受,創傷,0.13824032
48988,接受,資源,0.042400073
48991,接受,決定,0.060887724
48993,接受,告訴,0.033840753
48995,接受,法人,0.021105291
48996,接受,商品,0.061963364
48998,接受,社團,0.05395589
49000,接受,不斷,0.0482117
49002,接受,事件,0.030749734
49003,接受,顯示,0.105125226
49005,接受,學名,0.20548153
49006,接受,面對,0.15766412
49007,接受,痛苦,0.07138192
49008,接受,意念,0.06659474
49012,接受,說話,0.06784133
49020,接受,回收,0.13443743
49021,接受,分為,0.058255803
49022,接受,成因,0.03980548
49024,接受,以前,0.0140028335
49025,接受,全球,0.047777027
49026,接受,專家,0.0076434556
49027,接受,風險,0.14391945
49028,接受,負擔,0.04706003
49029,接受,自責,0.060201444
49030,接受,價值感,0.0031934232
49031,接受,集中,0.048076738
49032,接受,特別,0.054618627
49033,接受,攝取,0.031989403
49038,接受,日常,0.042429633
49039,接受,記憶力,0.07533489
49040,接受,期望,0.05183536
49041,接受,困難,0.006453581
49042,接受,追蹤,0.13821319
49043,接受,科學,0.10273045
49045,接受,支援,0.019266024
49046,接受,立即,0.077812865
49047,接受,更新,0.068075836
49048,接受,悲觀,0.062607996
49050,接受,人生,0.1461635
49051,接受,院區,0.035543032
49052,接受,適應,0.028932687
49054,接受,及早,0.09516531
49056,接受,機制,0.053460963
49057,接受,像是,0.08007531
49061,接受,簡稱,0.0022282414
49062,接受,兒童,0.020126024
49063,接受,輕生,0.06134296
49064,接受,急診,0.0739274
49066,接受,迴圈,0.10421769
49067,接受,玉里鎮,0.031144813
49071,接受,抑鬱症,0.038947955
49072,接受,找到,0.008780811
49074,接受,抑制劑,0.06609483
49075,接受,關懷,0.030326415
49077,接受,提升,0.09186269
49078,接受,美國,0.09359467
49079,接受,分析,0.124182746
49080,接受,中度,0.071825475
49082,接受,來源,0.05873855
49085,接受,促進,0.0349202
49086,接受,得到,0.068658054
49088,接受,專區,0.09240416
49089,接受,目前,0.09026721
49090,接受,品質,0.048346877
49091,接受,抗鬱劑,0.0502178
49097,接受,專注,0.07178933
49098,接受,酵母,0.05413719
49100,接受,性慾,0.09244768
49101,接受,突然,0.032308757
49102,接受,補充,0.048421934
49103,接受,蛋白質,0.049691953
49104,接受,經由,0.0025008162
49105,接受,強烈,0.034880996
49106,接受,乒乓球,0.0017994083
49107,接受,普遍,0.015327439
49110,接受,避免,0.02383748
49111,接受,適合,0.011652783
49112,接受,安心,0.01595714
49113,接受,至少,0.09828016
49121,接受,關節炎,0.01635935
49123,接受,出版,0.01650004
49131,接受,走出,0.00183893
49132,接受,指數,0.006715566
49133,接受,經歷,0.051720828
49136,接受,傷害,0.12669438
49140,接受,症候群,0.075551756
49141,接受,甲狀腺素,0.04319045
49142,接受,依賴,0.07285725
49143,接受,時期,0.048978046
49145,接受,行動,0.12678325
49146,接受,遲緩,0.050017763
49148,接受,發病,0.06276409
49150,接受,差別,0.009063732
49151,接受,過多,0.117169514
49156,接受,緩慢,0.13746609
49157,接受,基因,0.1452972
49164,缺乏,主要,0.038319994
49166,缺乏,適當,0.057072304
49169,缺乏,評估,0.07211562
49170,缺乏,習慣,0.11741598
49171,缺乏,家庭,0.04106188
49172,缺乏,關係,0.027847888
49175,缺乏,青少年,0.016662408
49177,缺乏,中心,0.004317306
49179,缺乏,傳真,0.084871456
49181,缺乏,過度,0.11200832
49183,缺乏,預約,0.1060981
49185,缺乏,自救,0.03582463
49188,缺乏,門診,0.0016952809
49189,缺乏,內容,0.116544
49190,缺乏,身心科,0.06256096
49191,缺乏,動作,0.06649256
49192,缺乏,悲傷,0.03634619
49193,缺乏,注意力,0.057010025
49195,缺乏,分級,0.043796197
49196,缺乏,環境,0.045420036
49197,缺乏,花蓮縣,0.03307557
49198,缺乏,重度,0.11077389
49199,缺乏,反應,0.006433204
49202,缺乏,狀況,0.024869733
49205,缺乏,更年期,0.08924594
49206,缺乏,感到,0.007124923
49209,缺乏,食慾不振,0.016287383
49210,缺乏,明顯,0.024055004
49213,缺乏,遺傳,0.08040751
49214,缺乏,腎上腺素,0.07685546
49216,缺乏,透過,0.06119571
49218,缺乏,維持,0.036921754
49219,缺乏,挫折,0.07360089
49220,缺乏,死亡,0.06307558
49221,缺乏,罪惡感,0.055283103
49224,缺乏,稱為,0.12223694
49227,缺乏,異常,0.0069248043
49228,缺乏,食物,0.07085474
49230,缺乏,相應,0.16539934
49233,缺乏,振芝,0.006554056
49235,缺乏,廣告,0.18978705
49237,缺乏,逐漸,0.06813264
49238,缺乏,過敏,0.11839058
49240,缺乏,指出,0.11334041
49241,缺乏,親友,0.09141318
49242,缺乏,能力,0.1277951
49243,缺乏,傾向,0.009158108
49244,缺乏,作用,0.09971481
49245,缺乏,減輕,0.049218625
49246,缺乏,天然,0.053803578
49247,缺乏,重視,0.02728652
49248,缺乏,選擇,0.13458015
49252,缺乏,疲倦,6.9871545e-05
49253,缺乏,介紹,0.007620901
49254,缺乏,臺灣,0.04622765
49256,缺乏,判斷,0.033816785
49257,缺乏,學會,0.11548746
49258,缺乏,處理,0.102004185
49259,缺乏,輕度,0.09611308
49260,缺乏,無力,0.05079052
49261,缺乏,患有,0.014308801
49262,缺乏,副作用,0.07191445
49265,缺乏,反覆,0.044481635
49267,缺乏,脂肪酸,0.17944968
49268,缺乏,心靈,0.021357924
49270,缺乏,方面,0.090076566
49272,缺乏,活力,0.05942641
49273,缺乏,正確,0.038212962
49275,缺乏,不適,0.101701565
49277,缺乏,說明,0.07187507
49279,缺乏,文章,0.085117556
49280,缺乏,創傷,0.061430857
49282,缺乏,徵兆,0.0018635974
49283,缺乏,男性,0.08892152
49285,缺乏,給予,0.11343076
49288,缺乏,法人,0.014990225
49290,缺乏,易怒,0.016271323
49292,缺乏,工具,0.01955736
49294,缺乏,委員會,0.07485791
49297,缺乏,穩定,0.14290786
49298,缺乏,學名,0.14415334
49299,缺乏,面對,0.08355833
49302,缺乏,管理,0.088061765
49303,缺乏,家族,0.055892166
49304,缺乏,分享,0.032687064
49307,缺乏,恐慌症,0.0033581425
49308,缺乏,外在,0.03692824
49309,缺乏,手冊,0.0649379
49310,缺乏,上升,0.06137368
49311,缺乏,煩躁,0.026764333
49312,缺乏,事物,0.036003053
49313,缺乏,回收,0.02448465
49315,缺乏,成因,0.06119239
49317,缺乏,以前,0.068153605
49318,缺乏,全球,0.05157271
49319,缺乏,專家,0.13335809
49320,缺乏,風險,0.13372469
49322,缺乏,自責,0.0035040304
49326,缺乏,攝取,0.08970313
49327,缺乏,不良,0.011052946
49329,缺乏,鼓勵,0.03698218
